H1N1	H3N2	B
17	0	0
29	0	0
48	0	0
50	0	0
74	0	0
102	0	0
135	0	0
141	0	0
252	0	0
290	0	0
289	0	0
348	0	0
484	0	0
547	0	0
516	0	0
949	0	0
841	0	0
1375	0	0
1473	0	0
1472	0	0
2328	0	0
2319	0	0
2384	0	0
2797	0	0
2820	0	0
2416	0	0
4303	0	0
4285	0	0
3458	0	0
6115	0	0
7777	0	0
10330	0	0
13527	0	0
14325	0	0
15538	0	0
15977	0	0
17039	0	0
21081	0	0
25809	0	0
25465	0	0
23072	0	0
36078	0	0
34982	0	0
36096	0	0
51540	0	0
54978	0	0
61459	0	0
59165	0	0
59640	0	0
60157	0	0
58302	0	0
57438	0	0
59435	0	0
49338	0	0
37689	0	0
43147	0	0
42359	0	0
28464	0	0
28292	0	0
27683	0	0
9020	0	0
8944	0	0
7655	0	0
1509	0	0
1017	0	0
418	0	0
362	0	0
244	0	0
221	0	0
178	0	0
172	0	0
93	0	0
72	0	0
65	0	0
28	0	0
27	0	0
21	0	0
18	0	0
14	0	0
14	0	0
3	0	0
3	0	0
3	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
