H1N1	H3N2	B
11	0	0
15	0	0
18	0	0
29	0	0
30	0	0
35	0	0
49	0	0
56	0	0
55	0	0
53	0	0
74	0	0
63	0	0
79	0	0
98	0	0
75	0	0
87	0	0
100	0	0
101	0	0
131	0	0
166	0	0
161	0	0
317	0	0
396	0	0
403	0	0
469	0	0
477	0	0
459	0	0
591	0	0
634	0	0
474	0	0
809	0	0
794	0	0
801	0	0
1466	0	0
2161	0	0
2039	0	0
2325	0	0
2365	0	0
3018	0	0
3510	0	0
3591	0	0
3647	0	0
2993	0	0
4012	0	0
4886	0	0
4896	0	0
5266	0	0
9902	0	0
10593	0	0
16523	0	0
16748	0	0
22350	0	0
30398	0	0
31188	0	0
30470	0	0
29573	0	0
29172	0	0
24580	0	0
24557	0	0
18144	0	0
10413	0	0
9729	0	0
11214	0	0
8183	0	0
11342	0	0
9411	0	0
13330	0	0
13261	0	0
13220	0	0
13256	0	0
15151	0	0
14150	0	0
10754	0	0
12228	0	0
8494	0	0
12071	0	0
11448	0	0
11519	0	0
8246	0	0
8370	0	0
8254	0	0
8658	0	0
8240	0	0
5174	0	0
6570	0	0
6357	0	0
8982	0	0
11772	0	0
11826	0	0
9996	0	0
13342	0	0
12722	0	0
12017	0	0
13149	0	0
11140	0	0
14280	0	0
14241	0	0
15011	0	0
18006	0	0
18119	0	0
16756	0	0
15761	0	0
14406	0	0
8250	0	0
8276	0	0
7370	0	0
1137	0	0
1128	0	0
1094	0	0
1055	0	0
991	0	0
895	0	0
1057	0	0
1009	0	0
1147	0	0
1006	0	0
902	0	0
1021	0	0
1280	0	0
1357	0	0
1108	0	0
1119	0	0
835	0	0
1182	0	0
1132	0	0
850	0	0
932	0	0
924	0	0
887	0	0
883	0	0
890	0	0
537	0	0
551	0	0
547	0	0
261	0	0
195	0	0
186	0	0
234	0	0
223	0	0
197	0	0
177	0	0
181	0	0
104	0	0
90	0	0
88	0	0
32	0	0
29	0	0
28	0	0
30	0	0
29	0	0
27	0	0
26	0	0
16	0	0
14	0	0
13	0	0
8	0	0
4	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
