H1N1	H3N2	B
10	0	0
14	0	0
1	0	0
16	0	0
26	0	0
40	0	0
108	0	0
79	0	0
81	0	0
62	0	0
395	0	0
39	0	0
330	0	0
46	0	0
740	0	0
57	0	0
135	0	0
261	0	0
677	0	0
1397	0	0
1328	0	0
2065	0	0
664	0	0
562	0	0
2164	0	0
2939	0	0
9790	0	0
300	0	0
2364	0	0
3980	0	0
486	0	0
565	0	0
7124	0	0
182	0	0
3112	0	0
1710	0	0
3160	0	0
3109	0	0
1169	0	0
3707	0	0
550	0	0
8364	0	0
847	0	0
7984	0	0
3419	0	0
1247	0	0
353	0	0
287	0	0
228	0	0
1457	0	0
417	0	0
515	0	0
909	0	0
1810	0	0
2901	0	0
91	0	0
303	0	0
107	0	0
4408	0	0
50	0	0
3022	0	0
109	0	0
151	0	0
3098	0	0
64	0	0
97	0	0
67	0	0
65	0	0
28	0	0
16	0	0
221	0	0
5	0	0
29	0	0
297	0	0
77	0	0
16	0	0
356	0	0
12	0	0
278	0	0
138	0	0
195	0	0
20	0	0
24	0	0
9	0	0
256	0	0
206	0	0
112	0	0
10	0	0
309	0	0
57	0	0
466	0	0
11	0	0
186	0	0
5	0	0
115	0	0
288	0	0
12	0	0
20	0	0
4	0	0
7	0	0
13	0	0
136	0	0
6	0	0
15	0	0
226	0	0
2	0	0
44	0	0
7	0	0
38	0	0
15	0	0
4	0	0
88	0	0
2	0	0
156	0	0
4	0	0
13	0	0
129	0	0
35	0	0
10	0	0
3	0	0
1	0	0
42	0	0
1	0	0
31	0	0
5	0	0
2	0	0
10	0	0
0	0	0
1	0	0
9	0	0
3	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
