S_H1N1,E_H1N1,I_H1N1,R_H1N1,beta_H1N1,S_H3N2,E_H3N2,I_H3N2,R_H3N2,beta_H3N2,S_B,E_B,I_B,R_B,beta_B
155980.0,10.0,10.0,44000.0,-0.0,148000.0,0.0,0.0,51997.0,0.0,120000.0,0.0,0.0,79993.0,0.0
155979.0,11.0,10.0,44000.0,6.41111944556639e-07,148000.0,0.0,0.0,51997.0,0.0,120000.0,0.0,0.0,79993.0,0.0
155970.0,10.0,20.0,44000.0,2.8851702250432777e-06,148000.0,0.0,0.0,51997.0,0.0,120000.0,0.0,0.0,79988.0,0.0
155949.0,30.0,21.0,44000.0,6.412352756349832e-06,148000.0,0.0,0.0,51995.0,0.0,120000.0,0.0,0.0,79975.0,0.0
155920.0,50.0,30.0,44000.0,6.199760560971438e-06,148000.0,0.0,0.0,51986.0,0.0,120000.0,0.0,0.0,79969.0,0.0
155918.0,31.0,51.0,44000.0,2.5151481082690775e-07,148000.0,0.0,0.0,51985.0,0.0,120000.0,0.0,0.0,79969.0,0.0
155850.0,70.0,70.0,44010.0,6.233099592098629e-06,147990.0,0.0,0.0,51980.0,0.0,119995.0,0.0,0.0,79958.0,0.0
155838.0,80.0,72.0,44010.0,1.0694866891686667e-06,147990.0,0.0,0.0,51974.0,0.0,119995.0,0.0,0.0,79954.0,0.0
155816.0,34.0,130.0,44020.0,1.086093656818101e-06,147983.0,0.0,0.0,51976.0,0.0,119987.0,0.0,0.0,79952.0,0.0
155629.0,209.0,141.0,44021.0,8.521812353428815e-06,147982.0,0.0,0.0,51933.0,0.0,119986.0,0.0,0.0,79862.0,0.0
155624.0,192.0,154.0,44030.0,2.0862805523269204e-07,147973.0,0.0,0.0,51939.0,0.0,119982.0,0.0,0.0,79871.0,0.0
155608.0,21.0,320.0,44051.0,3.213202406045962e-07,147954.0,0.0,0.0,51958.0,0.0,119974.0,0.0,0.0,79887.0,0.0
155531.0,93.0,296.0,44080.0,1.672561323049007e-06,147934.0,0.0,0.0,51965.0,0.0,119951.0,0.0,0.0,79877.0,0.0
155240.0,368.0,310.0,44082.0,6.046828635785589e-06,147933.0,0.0,0.0,51874.0,0.0,119949.0,0.0,0.0,79759.0,0.0
155230.0,301.0,319.0,44150.0,2.0194525789116242e-07,147880.0,0.0,0.0,51940.0,0.0,119902.0,0.0,0.0,79822.0,0.0
