S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
277152.0	8.0	20.0	78179.0	3.608128391640688e-06	262966.0	0.0	0.0	92388.0	0.0	213215.0	0.0	0.0	142131.0	0.0
277147.0	13.0	20.0	78179.0	0.0	262966.0	0.0	0.0	92388.0	0.0	213215.0	0.0	0.0	142129.0	0.0
277124.0	28.0	28.0	78179.0	1.0309979854299365e-06	262966.0	0.0	0.0	92379.0	0.0	213215.0	0.0	0.0	142121.0	0.0
277084.0	63.0	33.0	78179.0	5.468202837953527e-07	262966.0	0.0	0.0	92371.0	0.0	213215.0	0.0	0.0	142106.0	0.0
277003.0	121.0	56.0	78179.0	1.4827069949216641e-06	262966.0	0.0	0.0	92350.0	0.0	213215.0	0.0	0.0	142074.0	0.0
276872.0	212.0	96.0	78179.0	1.5049072014023328e-06	262966.0	0.0	0.0	92315.0	0.0	213215.0	0.0	0.0	142034.0	0.0
276389.0	614.0	157.0	78199.0	1.866657381006411e-06	262950.0	0.0	0.0	92196.0	0.0	213202.0	0.0	0.0	141845.0	0.0
275917.0	955.0	288.0	78199.0	1.6485432616008116e-06	262950.0	0.0	0.0	92064.0	0.0	213202.0	0.0	0.0	141658.0	0.0
275754.0	635.0	763.0	78207.0	2.295624081376081e-06	262943.0	0.0	0.0	92028.0	0.0	213200.0	0.0	0.0	141604.0	0.0
275070.0	847.0	1230.0	78212.0	1.3950624837255025e-06	262938.0	0.0	0.0	91849.0	0.0	213197.0	0.0	0.0	141336.0	0.0
274279.0	1475.0	1370.0	78235.0	4.337849495943219e-07	262924.0	0.0	0.0	91671.0	0.0	213182.0	0.0	0.0	141052.0	0.0
272801.0	2269.0	2014.0	78275.0	1.2449464683393169e-06	262892.0	0.0	0.0	91366.0	0.0	213157.0	0.0	0.0	140489.0	0.0
268988.0	5291.0	2724.0	78356.0	1.079534371358994e-06	262832.0	0.0	0.0	90439.0	0.0	213108.0	0.0	0.0	139037.0	0.0
264819.0	7982.0	4071.0	78487.0	1.370958127081008e-06	262736.0	0.0	0.0	89431.0	0.0	213017.0	0.0	0.0	137536.0	0.0
254243.0	14745.0	7401.0	78970.0	2.0264103576539187e-06	262392.0	0.0	0.0	87103.0	0.0	212743.0	0.0	0.0	133782.0	0.0
249452.0	15367.0	11098.0	79442.0	1.505914047029546e-06	262052.0	0.0	0.0	86301.0	0.0	212458.0	0.0	0.0	132301.0	0.0
239162.0	15081.0	21511.0	79605.0	2.055742267185024e-06	261933.0	0.0	0.0	83861.0	0.0	212357.0	0.0	0.0	128291.0	0.0
235888.0	13564.0	25618.0	80289.0	7.928209201536723e-07	261433.0	0.0	0.0	83684.0	0.0	211946.0	0.0	0.0	127682.0	0.0
212177.0	26985.0	35117.0	81080.0	1.3810190285191204e-06	260843.0	0.0	0.0	78307.0	0.0	211462.0	0.0	0.0	119001.0	0.0
209359.0	26529.0	36913.0	82558.0	4.236504744860017e-07	259710.0	0.0	0.0	79037.0	0.0	210587.0	0.0	0.0	119443.0	0.0
205839.0	6338.0	56811.0	86371.0	2.027634972513885e-06	256905.0	0.0	0.0	81952.0	0.0	208307.0	0.0	0.0	121847.0	0.0
188752.0	20607.0	55460.0	90540.0	2.691965944754638e-07	253875.0	0.0	0.0	81681.0	0.0	205770.0	0.0	0.0	119180.0	0.0
186141.0	19698.0	48404.0	101116.0	3.906783712645872e-07	246110.0	0.0	0.0	91571.0	0.0	199431.0	0.0	0.0	128704.0	0.0
173177.0	15575.0	60700.0	105907.0	1.6254997850567397e-06	242593.0	0.0	0.0	92963.0	0.0	196593.0	0.0	0.0	128331.0	0.0
169684.0	16457.0	53021.0	116197.0	2.902138028137931e-07	234906.0	0.0	0.0	102367.0	0.0	190476.0	0.0	0.0	137162.0	0.0
168545.0	4632.0	62711.0	119471.0	1.226533523456689e-06	232493.0	0.0	0.0	105342.0	0.0	188495.0	0.0	0.0	139962.0	0.0
165298.0	4386.0	42493.0	143182.0	4.972944283046547e-07	214950.0	0.0	0.0	128236.0	0.0	174256.0	0.0	0.0	162369.0	0.0
163398.0	5147.0	40814.0	146000.0	1.7079211926810694e-07	212880.0	0.0	0.0	130555.0	0.0	172474.0	0.0	0.0	164445.0	0.0
163359.0	1939.0	40541.0	149520.0	4.902806638144523e-07	210258.0	0.0	0.0	134061.0	0.0	170363.0	0.0	0.0	167954.0	0.0
162083.0	1315.0	25354.0	166607.0	4.6234870814473403e-07	197611.0	0.0	0.0	150791.0	0.0	160112.0	0.0	0.0	184519.0	0.0
161945.0	1414.0	22782.0	169218.0	1.0570735732883297e-08	195686.0	0.0	0.0	153368.0	0.0	158553.0	0.0	0.0	187062.0	0.0
161807.0	276.0	11094.0	182182.0	7.108291135403098e-07	186121.0	0.0	0.0	166302.0	0.0	150753.0	0.0	0.0	199967.0	0.0
161273.0	672.0	7739.0	185675.0	1.105687945871819e-07	183514.0	0.0	0.0	169638.0	0.0	148719.0	0.0	0.0	203248.0	0.0
161260.0	547.0	6738.0	186814.0	1.2700517706233493e-07	182674.0	0.0	0.0	170772.0	0.0	148054.0	0.0	0.0	204379.0	0.0
