H1N1	H3N2	B
30	0	0
56	0	0
81	0	0
94	0	0
202	0	0
262	0	0
425	0	0
617	0	0
842	0	0
1671	0	0
2691	0	0
4035	0	0
7055	0	0
10689	0	0
14352	0	0
18057	0	0
27044	0	0
43901	0	0
49090	0	0
72152	0	0
74418	0	0
78697	0	0
75205	0	0
88334	0	0
79116	0	0
62712	0	0
56502	0	0
32762	0	0
28290	0	0
27392	0	0
27038	0	0
14081	0	0
16250	0	0
15462	0	0
15985	0	0
15519	0	0
14701	0	0
7631	0	0
7638	0	0
3846	0	0
