rmse_I,rmse_Beta,time_predict,7,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
41704.39368857776,3.640678806819457e-06,0.0030066967010498047,29,162935.0,85138.52770933032,37,35
35421.87964672655,2.34885092274805e-06,0.002000093460083008,24,172347.0,87453.72541887793,32,30
49229.27852151507,3.676202419881692e-06,0.0019991397857666016,26,177617.0,83726.5750240439,34,29
70954.78595125832,3.682522560164697e-06,0.0009996891021728516,23,204000.0,59315.84322377915,31,25
49931.45606381052,3.064424644351955e-06,0.0019989013671875,26,183946.0,82206.82139039855,34,29
39959.69418541979,5.825630979874684e-06,0.0010001659393310547,25,162054.0,74450.86031717813,33,31
50888.268045209574,7.926795477831658e-06,0.002003192901611328,23,181098.0,74941.50311263542,31,26
29484.235421240992,1.7104415637981937e-06,0.0019996166229248047,24,137803.0,90727.74939326804,32,35
50537.701573343824,3.7944473422529957e-06,0.0019998550415039062,22,180001.0,77598.82465156812,30,24
47532.07410456664,2.296547659385027e-06,0.0019991397857666016,23,172129.0,61363.44183998283,31,29
39070.98660871639,3.3586475257789783e-06,0.0019996166229248047,27,181966.0,96886.93672155241,35,34
49612.56655684385,3.9778302436381326e-06,0.0019996166229248047,27,194620.0,84403.04581663416,35,31
60477.014061182046,8.195804341590462e-06,0.0019998550415039062,24,188015.0,71044.60130939014,32,26
49802.00951494035,1.737435707024527e-06,0.0019969940185546875,24,192385.0,105999.5805108085,32,32
56823.29798266454,5.863272497392008e-06,0.002000093460083008,26,174961.0,58960.30946654684,34,31
44120.88306817521,2.8511698550840845e-06,0.0019989013671875,22,167367.0,78907.91260219502,30,26
53182.72677552288,3.128740537477497e-06,0.0019989013671875,25,173385.0,58570.17456581034,33,28
53627.47007513439,2.3165446196942353e-06,0.002001047134399414,26,181942.0,69022.71756599566,34,30
65463.384954059,4.883233196175524e-06,0.0020036697387695312,27,177707.0,86936.72222222222,35,29
57395.31876495,2.613007199522838e-06,0.0020017623901367188,27,193260.0,62400.705706991655,35,31
58139.42130312822,5.677757425630536e-06,0.0019991397857666016,30,168728.0,92192.83333333333,38,31
51267.48811340165,1.873836416293236e-06,0.0009984970092773438,30,189806.0,96421.54053994417,38,35
52109.35532515408,3.0901129755425378e-06,0.0020008087158203125,26,164173.0,57294.67043545512,34,28
49457.180437142684,1.9133887142235092e-06,0.0020008087158203125,22,198300.0,74417.85824598989,30,30
68373.95342182758,4.773703259391998e-06,0.0019996166229248047,28,188119.0,82696.5,36,29
48150.21325711946,3.0734984228298063e-06,0.0019998550415039062,25,174756.0,61887.70069417519,33,30
69681.97324725582,4.16431717769294e-06,0.0019969940185546875,20,141099.0,21931.55555697517,28,22
54437.80636270923,3.6521018870319356e-06,0.003000497817993164,25,138214.0,54810.7551357072,33,28
61765.565704610905,3.248819879949448e-06,0.0010001659393310547,28,134867.0,58786.66666666667,36,29
54054.09635672522,3.5218756338604573e-06,0.0020003318786621094,26,155592.0,93507.5,34,27
