S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
155989.0	1.0	10.0	44000.0	6.410708447390521e-06	148000.0	0.0	0.0	51998.0	0.0	120000.0	0.0	0.0	79997.0	0.0
155988.0	2.0	10.0	44000.0	0.0	148000.0	0.0	0.0	51998.0	0.0	120000.0	0.0	0.0	79997.0	0.0
155987.0	2.0	11.0	44000.0	5.827991493463617e-07	148000.0	0.0	0.0	51998.0	0.0	120000.0	0.0	0.0	79997.0	0.0
155980.0	8.0	12.0	44000.0	5.342565286147797e-07	148000.0	0.0	0.0	51997.0	0.0	120000.0	0.0	0.0	79992.0	0.0
155972.0	15.0	13.0	44000.0	4.931851673574547e-07	148000.0	0.0	0.0	51995.0	0.0	120000.0	0.0	0.0	79988.0	0.0
155968.0	12.0	20.0	44000.0	2.2440500615510875e-06	148000.0	0.0	0.0	51994.0	0.0	120000.0	0.0	0.0	79987.0	0.0
155966.0	6.0	18.0	44010.0	2.8496239208830413e-06	147991.0	0.0	0.0	52004.0	0.0	119993.0	0.0	0.0	79995.0	0.0
155964.0	4.0	22.0	44010.0	1.165770189391025e-06	147991.0	0.0	0.0	52004.0	0.0	119993.0	0.0	0.0	79993.0	0.0
155960.0	6.0	23.0	44011.0	5.575565641134293e-07	147991.0	0.0	0.0	52005.0	0.0	119992.0	0.0	0.0	79992.0	0.0
155934.0	30.0	24.0	44012.0	5.344141324748505e-07	147990.0	0.0	0.0	51994.0	0.0	119991.0	0.0	0.0	79982.0	0.0
155932.0	28.0	27.0	44013.0	9.500817545349778e-07	147989.0	0.0	0.0	51994.0	0.0	119990.0	0.0	0.0	79982.0	0.0
155896.0	38.0	46.0	44020.0	3.6256054761145113e-06	147983.0	0.0	0.0	51991.0	0.0	119988.0	0.0	0.0	79980.0	0.0
155895.0	37.0	40.0	44028.0	3.20728695596395e-07	147977.0	0.0	0.0	51999.0	0.0	119984.0	0.0	0.0	79987.0	0.0
155853.0	43.0	72.0	44032.0	3.2081512707487184e-06	147974.0	0.0	0.0	51992.0	0.0	119981.0	0.0	0.0	79972.0	0.0
155779.0	116.0	71.0	44034.0	9.041338718475225e-08	147972.0	0.0	0.0	51971.0	0.0	119981.0	0.0	0.0	79942.0	0.0
155777.0	76.0	111.0	44036.0	2.428974613571826e-06	147970.0	0.0	0.0	51972.0	0.0	119981.0	0.0	0.0	79943.0	0.0
155763.0	16.0	181.0	44040.0	2.6247554233388217e-06	147966.0	0.0	0.0	51967.0	0.0	119979.0	0.0	0.0	79940.0	0.0
155755.0	22.0	157.0	44066.0	8.178776606327061e-08	147952.0	0.0	0.0	51987.0	0.0	119964.0	0.0	0.0	79965.0	0.0
155752.0	11.0	169.0	44068.0	5.318726994606203e-07	147951.0	0.0	0.0	51988.0	0.0	119963.0	0.0	0.0	79966.0	0.0
155734.0	21.0	141.0	44104.0	3.6432370999577657e-07	147925.0	0.0	0.0	52022.0	0.0	119936.0	0.0	0.0	79995.0	0.0
155705.0	47.0	143.0	44105.0	1.3473569236068835e-07	147924.0	0.0	0.0	52013.0	0.0	119936.0	0.0	0.0	79983.0	0.0
155668.0	66.0	119.0	44147.0	9.716865650080985e-07	147893.0	0.0	0.0	52043.0	0.0	119913.0	0.0	0.0	80010.0	0.0
155612.0	93.0	74.0	44221.0	2.5183912030684774e-06	147842.0	0.0	0.0	52102.0	0.0	119871.0	0.0	0.0	80062.0	0.0
155604.0	64.0	109.0	44223.0	2.1814962422842837e-06	147841.0	0.0	0.0	52102.0	0.0	119870.0	0.0	0.0	80061.0	0.0
155502.0	110.0	151.0	44237.0	2.384927056580095e-06	147836.0	0.0	0.0	52084.0	0.0	119863.0	0.0	0.0	80029.0	0.0
155452.0	152.0	151.0	44245.0	3.4081345013464686e-07	147834.0	0.0	0.0	52076.0	0.0	119856.0	0.0	0.0	80017.0	0.0
155365.0	137.0	250.0	44248.0	2.6260740836095646e-06	147832.0	0.0	0.0	52061.0	0.0	119854.0	0.0	0.0	79985.0	0.0
155337.0	115.0	282.0	44266.0	1.1414213261425616e-06	147816.0	0.0	0.0	52072.0	0.0	119843.0	0.0	0.0	79994.0	0.0
155247.0	118.0	340.0	44295.0	1.648227359892149e-06	147797.0	0.0	0.0	52074.0	0.0	119827.0	0.0	0.0	79980.0	0.0
155082.0	255.0	331.0	44332.0	5.454672045440847e-07	147772.0	0.0	0.0	52075.0	0.0	119805.0	0.0	0.0	79945.0	0.0
155069.0	178.0	365.0	44388.0	1.5901008097411696e-06	147731.0	0.0	0.0	52125.0	0.0	119771.0	0.0	0.0	79995.0	0.0
154980.0	102.0	522.0	44396.0	2.0395660989997966e-06	147725.0	0.0	0.0	52117.0	0.0	119766.0	0.0	0.0	79964.0	0.0
154705.0	364.0	433.0	44498.0	1.9406673790906375e-07	147655.0	0.0	0.0	52151.0	0.0	119710.0	0.0	0.0	79955.0	0.0
154638.0	342.0	472.0	44548.0	1.2193595496184529e-06	147621.0	0.0	0.0	52188.0	0.0	119680.0	0.0	0.0	79975.0	0.0
154339.0	366.0	660.0	44635.0	2.6996848927793148e-06	147552.0	0.0	0.0	52206.0	0.0	119628.0	0.0	0.0	79933.0	0.0
153912.0	726.0	699.0	44663.0	6.227663601466412e-07	147531.0	0.0	0.0	52115.0	0.0	119609.0	0.0	0.0	79794.0	0.0
153322.0	1017.0	908.0	44753.0	2.1477358382034022e-06	147468.0	0.0	0.0	52055.0	0.0	119562.0	0.0	0.0	79644.0	0.0
152432.0	1480.0	1170.0	44918.0	2.3942299842373317e-06	147339.0	0.0	0.0	51986.0	0.0	119469.0	0.0	0.0	79426.0	0.0
152365.0	957.0	1747.0	44931.0	2.216531413481519e-06	147332.0	0.0	0.0	51985.0	0.0	119462.0	0.0	0.0	79417.0	0.0
150153.0	2279.0	2548.0	45020.0	2.3262509811943674e-06	147259.0	0.0	0.0	51499.0	0.0	119412.0	0.0	0.0	78647.0	0.0
150069.0	2296.0	2340.0	45295.0	1.9079542498769654e-07	147052.0	0.0	0.0	51750.0	0.0	119248.0	0.0	0.0	78885.0	0.0
149839.0	314.0	4485.0	45362.0	3.291529935925355e-06	146998.0	0.0	0.0	51752.0	0.0	119211.0	0.0	0.0	78859.0	0.0
144739.0	5330.0	4270.0	45661.0	1.3591451611204295e-07	146768.0	0.0	0.0	50675.0	0.0	119041.0	0.0	0.0	77117.0	0.0
144151.0	5688.0	4073.0	46088.0	3.9173805835879573e-07	146460.0	0.0	0.0	50956.0	0.0	118781.0	0.0	0.0	77305.0	0.0
141413.0	3326.0	8583.0	46678.0	4.201861447855222e-06	146020.0	0.0	0.0	50845.0	0.0	118431.0	0.0	0.0	76819.0	0.0
141155.0	2996.0	8281.0	47568.0	5.030350831338834e-07	145364.0	0.0	0.0	51661.0	0.0	117924.0	0.0	0.0	77609.0	0.0
140103.0	1310.0	10952.0	47635.0	1.784401476056901e-06	145311.0	0.0	0.0	51456.0	0.0	117879.0	0.0	0.0	77254.0	0.0
137109.0	4046.0	8998.0	49847.0	2.0912586666804917e-07	143674.0	0.0	0.0	52883.0	0.0	116526.0	0.0	0.0	78301.0	0.0
135576.0	4527.0	9966.0	49931.0	7.785957710869698e-07	143614.0	0.0	0.0	52567.0	0.0	116479.0	0.0	0.0	77804.0	0.0
128400.0	8709.0	12730.0	50161.0	1.831716968526771e-06	143449.0	0.0	0.0	50938.0	0.0	116342.0	0.0	0.0	75201.0	0.0
128107.0	7469.0	9163.0	55261.0	1.3059652083831779e-06	139725.0	0.0	0.0	55955.0	0.0	113283.0	0.0	0.0	80189.0	0.0
124826.0	3574.0	15751.0	55849.0	3.6498014937764734e-06	139283.0	0.0	0.0	55665.0	0.0	112934.0	0.0	0.0	79420.0	0.0
122139.0	5968.0	13306.0	58587.0	1.8028755180281295e-07	137246.0	0.0	0.0	57709.0	0.0	111272.0	0.0	0.0	81047.0	0.0
119079.0	5747.0	16329.0	58845.0	1.6873744254448295e-06	137062.0	0.0	0.0	57162.0	0.0	111114.0	0.0	0.0	80078.0	0.0
117411.0	4728.0	17964.0	59897.0	1.273960119929648e-06	136282.0	0.0	0.0	57793.0	0.0	110484.0	0.0	0.0	80451.0	0.0
116779.0	2300.0	18030.0	62891.0	1.4533189880300516e-06	134073.0	0.0	0.0	60621.0	0.0	108655.0	0.0	0.0	83208.0	0.0
112265.0	5146.0	18165.0	64424.0	8.179302370971597e-07	132940.0	0.0	0.0	60952.0	0.0	107703.0	0.0	0.0	82948.0	0.0
