H1N1	H3N2	B
26	0	0
26	0	0
27	0	0
29	0	0
50	0	0
60	0	0
58	0	0
61	0	0
85	0	0
117	0	0
138	0	0
140	0	0
134	0	0
201	0	0
283	0	0
424	0	0
610	0	0
598	0	0
1239	0	0
1680	0	0
2754	0	0
2871	0	0
6021	0	0
5947	0	0
9126	0	0
11210	0	0
10959	0	0
19101	0	0
26039	0	0
28641	0	0
26093	0	0
44758	0	0
41824	0	0
41417	0	0
43786	0	0
35742	0	0
29120	0	0
28068	0	0
29603	0	0
12829	0	0
12568	0	0
18003	0	0
15368	0	0
28015	0	0
26855	0	0
35441	0	0
33553	0	0
43306	0	0
48253	0	0
46197	0	0
52949	0	0
40067	0	0
47311	0	0
37754	0	0
41642	0	0
30071	0	0
28379	0	0
23414	0	0
17142	0	0
17654	0	0
10197	0	0
10100	0	0
7351	0	0
7254	0	0
4591	0	0
4522	0	0
4389	0	0
3579	0	0
3820	0	0
3150	0	0
1691	0	0
1647	0	0
847	0	0
805	0	0
312	0	0
302	0	0
29	0	0
23	0	0
4	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
