H1N1	H3N2	B
20	0	0
21	0	0
30	0	0
51	0	0
80	0	0
82	0	0
140	0	0
152	0	0
164	0	0
350	0	0
346	0	0
341	0	0
389	0	0
678	0	0
620	0	0
862	0	0
1259	0	0
1390	0	0
1846	0	0
1913	0	0
1940	0	0
2972	0	0
2993	0	0
3443	0	0
7047	0	0
6892	0	0
7522	0	0
11446	0	0
13054	0	0
12052	0	0
17612	0	0
17135	0	0
14777	0	0
20418	0	0
21558	0	0
34901	0	0
33618	0	0
49992	0	0
45047	0	0
58923	0	0
59326	0	0
56830	0	0
58718	0	0
46386	0	0
48195	0	0
32530	0	0
32109	0	0
20210	0	0
18898	0	0
16926	0	0
13018	0	0
8433	0	0
6258	0	0
7147	0	0
7039	0	0
6156	0	0
5438	0	0
5545	0	0
5528	0	0
5132	0	0
5121	0	0
4126	0	0
4028	0	0
2775	0	0
3665	0	0
2234	0	0
2295	0	0
3358	0	0
3338	0	0
2482	0	0
3416	0	0
3457	0	0
3325	0	0
4161	0	0
3941	0	0
2875	0	0
2869	0	0
3512	0	0
2566	0	0
2895	0	0
2142	0	0
1365	0	0
1438	0	0
1540	0	0
1748	0	0
1048	0	0
1075	0	0
714	0	0
684	0	0
622	0	0
521	0	0
385	0	0
151	0	0
140	0	0
107	0	0
30	0	0
17	0	0
8	0	0
1	0	0
1	0	0
1	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
