H1N1	H3N2	B
0	0	0
0	0	0
1	0	0
15	0	0
1	0	0
15	0	0
29	0	0
40	0	0
1	0	0
4	0	0
3	0	0
0	0	0
17	0	0
28	0	0
18	0	0
122	0	0
6	0	0
133	0	0
159	0	0
174	0	0
234	0	0
75	0	0
1173	0	0
44	0	0
1054	0	0
62	0	0
191	0	0
395	0	0
2276	0	0
46	0	0
3772	0	0
292	0	0
1923	0	0
6285	0	0
571	0	0
991	0	0
7957	0	0
7506	0	0
756	0	0
665	0	0
1155	0	0
1575	0	0
301	0	0
4385	0	0
1958	0	0
548	0	0
6736	0	0
210	0	0
2876	0	0
4037	0	0
4678	0	0
2090	0	0
604	0	0
10924	0	0
4884	0	0
1139	0	0
488	0	0
359	0	0
183	0	0
1687	0	0
122	0	0
2195	0	0
513	0	0
5165	0	0
131	0	0
926	0	0
357	0	0
4800	0	0
81	0	0
175	0	0
878	0	0
67	0	0
843	0	0
36	0	0
2713	0	0
247	0	0
1047	0	0
122	0	0
2502	0	0
703	0	0
351	0	0
65	0	0
1555	0	0
36	0	0
2550	0	0
43	0	0
88	0	0
56	0	0
241	0	0
18	0	0
182	0	0
7	0	0
416	0	0
6	0	0
59	0	0
17	0	0
237	0	0
26	0	0
276	0	0
9	0	0
27	0	0
9	0	0
6	0	0
149	0	0
2	0	0
33	0	0
3	0	0
202	0	0
8	0	0
85	0	0
3	0	0
7	0	0
5	0	0
4	0	0
8	0	0
0	0	0
3	0	0
2	0	0
4	0	0
1	0	0
5	0	0
3	0	0
0	0	0
1	0	0
0	0	0
1	0	0
0	0	0
0	0	0
1	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
1	0	0
0	0	0
2	0	0
0	0	0
1	0	0
1	0	0
1	0	0
0	0	0
4	0	0
0	0	0
3	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
