H1N1	H3N2	B
32	0	0
0	0	0
49	0	0
15	0	0
118	0	0
5	0	0
168	0	0
76	0	0
259	0	0
47	0	0
521	0	0
190	0	0
64	0	0
541	0	0
504	0	0
220	0	0
80	0	0
1109	0	0
361	0	0
1914	0	0
456	0	0
2915	0	0
2710	0	0
202	0	0
4663	0	0
6089	0	0
552	0	0
541	0	0
6863	0	0
293	0	0
12605	0	0
1396	0	0
9280	0	0
1598	0	0
4784	0	0
542	0	0
1059	0	0
1038	0	0
371	0	0
1683	0	0
825	0	0
247	0	0
2400	0	0
3009	0	0
150	0	0
2376	0	0
530	0	0
156	0	0
5936	0	0
110	0	0
2189	0	0
156	0	0
1311	0	0
2532	0	0
744	0	0
1159	0	0
1232	0	0
114	0	0
104	0	0
1212	0	0
147	0	0
261	0	0
1537	0	0
25	0	0
1133	0	0
366	0	0
397	0	0
138	0	0
1206	0	0
20	0	0
416	0	0
33	0	0
61	0	0
18	0	0
70	0	0
21	0	0
5	0	0
129	0	0
16	0	0
7	0	0
5	0	0
51	0	0
1	0	0
6	0	0
26	0	0
15	0	0
10	0	0
63	0	0
5	0	0
0	0	0
3	0	0
2	0	0
1	0	0
0	0	0
7	0	0
0	0	0
0	0	0
6	0	0
8	0	0
0	0	0
1	0	0
0	0	0
0	0	0
4	0	0
0	0	0
1	0	0
2	0	0
0	0	0
8	0	0
1	0	0
0	0	0
1	0	0
1	0	0
4	0	0
1	0	0
5	0	0
0	0	0
13	0	0
3	0	0
2	0	0
7	0	0
1	0	0
20	0	0
0	0	0
2	0	0
0	0	0
0	0	0
3	0	0
0	0	0
4	0	0
3	0	0
0	0	0
12	0	0
0	0	0
0	0	0
16	0	0
0	0	0
6	0	0
0	0	0
2	0	0
0	0	0
5	0	0
1	0	0
0	0	0
3	0	0
2	0	0
3	0	0
3	0	0
8	0	0
0	0	0
0	0	0
9	0	0
0	0	0
2	0	0
1	0	0
2	0	0
1	0	0
0	0	0
4	0	0
0	0	0
1	0	0
4	0	0
0	0	0
0	0	0
3	0	0
1	0	0
0	0	0
1	0	0
0	0	0
1	0	0
1	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
2	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
