S_H1N1,E_H1N1,I_H1N1,R_H1N1,beta_H1N1,S_H3N2,E_H3N2,I_H3N2,R_H3N2,beta_H3N2,S_B,E_B,I_B,R_B,beta_B
155982.0,8.0,10.0,44000.0,-0.0,148000.0,0.0,0.0,51995.0,,120000.0,0.0,0.0,79996.0,
155979.0,11.0,10.0,44000.0,1.9233358336699172e-06,148000.0,0.0,0.0,51994.0,,120000.0,0.0,0.0,79994.0,
155951.0,31.0,18.0,44000.0,9.974643032462475e-06,148000.0,0.0,0.0,51986.0,,120000.0,0.0,0.0,79982.0,
155948.0,31.0,21.0,44000.0,9.160562678401958e-07,148000.0,0.0,0.0,51984.0,,120000.0,0.0,0.0,79980.0,
155877.0,74.0,49.0,44000.0,9.295659987276729e-06,148000.0,0.0,0.0,51967.0,,120000.0,0.0,0.0,79952.0,
155847.0,101.0,52.0,44000.0,3.7018555180598724e-06,148000.0,0.0,0.0,51956.0,,120000.0,0.0,0.0,79941.0,
155838.0,39.0,113.0,44010.0,5.110821346469735e-07,147995.0,0.0,0.0,51962.0,,119993.0,0.0,0.0,79948.0,
155794.0,53.0,143.0,44010.0,1.9749945934523003e-06,147995.0,0.0,0.0,51951.0,,119993.0,0.0,0.0,79934.0,
155693.0,145.0,144.0,44018.0,4.504948127975496e-06,147987.0,0.0,0.0,51937.0,,119986.0,0.0,0.0,79902.0,
155691.0,103.0,185.0,44021.0,6.94376091797908e-08,147985.0,0.0,0.0,51940.0,,119985.0,0.0,0.0,79904.0,
155229.0,464.0,258.0,44049.0,1.1535844941464576e-05,147965.0,0.0,0.0,51863.0,,119969.0,0.0,0.0,79744.0,
155195.0,496.0,257.0,44052.0,8.524483381833047e-07,147964.0,0.0,0.0,51856.0,,119968.0,0.0,0.0,79737.0,
154543.0,686.0,648.0,44123.0,6.510633542160906e-06,147910.0,0.0,0.0,51779.0,,119925.0,0.0,0.0,79550.0,
154280.0,915.0,652.0,44153.0,2.614559457666803e-06,147891.0,0.0,0.0,51738.0,,119906.0,0.0,0.0,79468.0,
154081.0,462.0,1295.0,44162.0,9.973192909440727e-07,147886.0,0.0,0.0,51700.0,,119900.0,0.0,0.0,79405.0,
151842.0,2438.0,1514.0,44206.0,9.739491949472542e-06,147853.0,0.0,0.0,51158.0,,119870.0,0.0,0.0,78566.0,
151673.0,2408.0,1612.0,44307.0,6.912153756925712e-07,147774.0,0.0,0.0,51217.0,,119809.0,0.0,0.0,78603.0,
148054.0,3788.0,3849.0,44309.0,6.350684340022792e-06,147772.0,0.0,0.0,50263.0,,119808.0,0.0,0.0,77169.0,
146947.0,4726.0,3556.0,44771.0,2.1184837859594826e-06,147415.0,0.0,0.0,50454.0,,119534.0,0.0,0.0,77195.0,
146692.0,1362.0,7141.0,44805.0,2.4343034667158144e-07,147391.0,0.0,0.0,50426.0,,119510.0,0.0,0.0,77143.0,
139665.0,7282.0,7596.0,45457.0,6.623650547847632e-06,146887.0,0.0,0.0,49145.0,,119116.0,0.0,0.0,74973.0,
135278.0,11414.0,7588.0,45720.0,4.273789604137622e-06,146695.0,0.0,0.0,48287.0,,118965.0,0.0,0.0,73365.0,
132025.0,7640.0,14416.0,45919.0,1.7091615472383248e-06,146543.0,0.0,0.0,47619.0,,118838.0,0.0,0.0,72272.0,
121756.0,13522.0,16564.0,48158.0,5.0918143427364865e-06,144890.0,0.0,0.0,47218.0,,117482.0,0.0,0.0,70462.0,
112377.0,19648.0,19648.0,48327.0,4.24776764253202e-06,144763.0,0.0,0.0,44937.0,,117377.0,0.0,0.0,66837.0,
110047.0,11709.0,26298.0,51946.0,8.051095761631389e-07,142100.0,0.0,0.0,47941.0,,115194.0,0.0,0.0,69503.0,
109257.0,3120.0,34570.0,53053.0,2.0915990714136764e-07,141264.0,0.0,0.0,48826.0,,114523.0,0.0,0.0,70301.0,
94060.0,15987.0,36645.0,53308.0,4.408980347645359e-06,141071.0,0.0,0.0,45126.0,,114354.0,0.0,0.0,64530.0,
79876.0,29381.0,30408.0,60335.0,5.839754065526112e-06,135977.0,0.0,0.0,48432.0,,110149.0,0.0,0.0,65892.0,
73633.0,20427.0,41218.0,64722.0,2.0569982627185095e-06,132711.0,0.0,0.0,51209.0,,107633.0,0.0,0.0,67784.0,
60952.0,18924.0,52149.0,67975.0,3.98950999167728e-06,130325.0,0.0,0.0,51141.0,,105672.0,0.0,0.0,66019.0,
47839.0,25794.0,48123.0,78244.0,5.695964512350593e-06,122696.0,0.0,0.0,58040.0,,99452.0,0.0,0.0,70924.0,
47186.0,13766.0,51425.0,87623.0,2.691074478659439e-07,115767.0,0.0,0.0,67250.0,,93867.0,0.0,0.0,80018.0,
26052.0,21787.0,62208.0,89953.0,1.304050454014415e-05,114052.0,0.0,0.0,64222.0,,92490.0,0.0,0.0,73987.0,
23451.0,23735.0,62071.0,90743.0,1.786858832981227e-06,113484.0,0.0,0.0,64329.0,,92009.0,0.0,0.0,73769.0,
22284.0,3768.0,68008.0,105940.0,7.70047833075104e-07,102242.0,0.0,0.0,79208.0,,82838.0,0.0,0.0,88513.0,
11190.0,12261.0,56425.0,120124.0,1.7570596571167923e-05,91779.0,0.0,0.0,90410.0,,74319.0,0.0,0.0,98315.0,
11075.0,11209.0,51349.0,126367.0,2.022190729776543e-07,87146.0,0.0,0.0,96629.0,,70571.0,0.0,0.0,104517.0,
5814.0,5376.0,49762.0,139048.0,1.8184252259192007e-05,77786.0,0.0,0.0,107953.0,,62908.0,0.0,0.0,115057.0,
5708.0,5367.0,36764.0,152161.0,5.051253255961603e-07,68043.0,0.0,0.0,121047.0,,55159.0,0.0,0.0,128124.0,
5549.0,265.0,41372.0,152814.0,6.92589468664003e-07,67559.0,0.0,0.0,121654.0,,54791.0,0.0,0.0,128718.0,
5226.0,482.0,20344.0,173948.0,3.0380629596504605e-06,51783.0,0.0,0.0,142699.0,,42018.0,0.0,0.0,149728.0,
5212.0,337.0,17902.0,176549.0,1.50045189324019e-07,49865.0,0.0,0.0,145295.0,,40425.0,0.0,0.0,152324.0,
5197.0,29.0,17058.0,177716.0,1.6920392463765487e-07,49016.0,0.0,0.0,146459.0,,39711.0,0.0,0.0,153481.0,
5193.0,19.0,5978.0,188810.0,1.2885039612155153e-07,40904.0,0.0,0.0,157551.0,,32999.0,0.0,0.0,164573.0,
5186.0,11.0,5878.0,188925.0,2.296338704447693e-07,40813.0,0.0,0.0,157662.0,,32925.0,0.0,0.0,164684.0,
5103.0,90.0,621.0,194186.0,2.6191533318628206e-05,36909.0,0.0,0.0,162908.0,,29805.0,0.0,0.0,169914.0,
5102.0,84.0,522.0,194292.0,3.754819310585136e-07,36822.0,0.0,0.0,163014.0,,29745.0,0.0,0.0,170020.0,
5101.0,2.0,446.0,194451.0,4.3955155192466437e-07,36709.0,0.0,0.0,163173.0,,29645.0,0.0,0.0,170179.0,
