S_H1N1,E_H1N1,I_H1N1,R_H1N1,beta_H1N1,S_H3N2,E_H3N2,I_H3N2,R_H3N2,beta_H3N2,S_B,E_B,I_B,R_B,beta_B
277155.0,5.0,20.0,78179.0,-0.0,262966.0,0.0,0.0,92388.0,0.0,213215.0,0.0,0.0,142133.0,0.0
277131.0,29.0,20.0,78179.0,4.3300821633090485e-06,262966.0,0.0,0.0,92383.0,0.0,213215.0,0.0,0.0,142121.0,0.0
277114.0,41.0,25.0,78179.0,2.4538637528237477e-06,262966.0,0.0,0.0,92377.0,0.0,213215.0,0.0,0.0,142113.0,0.0
277071.0,60.0,49.0,78179.0,3.167242405044784e-06,262966.0,0.0,0.0,92366.0,0.0,213215.0,0.0,0.0,142097.0,0.0
276937.0,177.0,66.0,78179.0,7.331281231121267e-06,262966.0,0.0,0.0,92318.0,0.0,213215.0,0.0,0.0,142045.0,0.0
276800.0,271.0,109.0,78179.0,4.540754096621944e-06,262966.0,0.0,0.0,92283.0,0.0,213215.0,0.0,0.0,141992.0,0.0
276514.0,423.0,223.0,78199.0,4.638142049814229e-06,262948.0,0.0,0.0,92229.0,0.0,213204.0,0.0,0.0,141887.0,0.0
275763.0,1037.0,360.0,78199.0,7.56486951154111e-06,262948.0,0.0,0.0,92033.0,0.0,213204.0,0.0,0.0,141577.0,0.0
275059.0,1455.0,641.0,78204.0,3.992903091181362e-06,262946.0,0.0,0.0,91870.0,0.0,213201.0,0.0,0.0,141323.0,0.0
274193.0,1570.0,1368.0,78228.0,2.3087421475840543e-06,262927.0,0.0,0.0,91663.0,0.0,213189.0,0.0,0.0,141000.0,0.0
271026.0,4033.0,2055.0,78245.0,5.686241251434151e-06,262916.0,0.0,0.0,90894.0,0.0,213180.0,0.0,0.0,139811.0,0.0
269476.0,4717.0,2878.0,78288.0,1.9985766833139765e-06,262884.0,0.0,0.0,90497.0,0.0,213153.0,0.0,0.0,139208.0,0.0
263360.0,7666.0,5911.0,78422.0,3.928770895459646e-06,262798.0,0.0,0.0,88984.0,0.0,213071.0,0.0,0.0,136886.0,0.0
256548.0,12928.0,7324.0,78559.0,3.625414524532058e-06,262696.0,0.0,0.0,87349.0,0.0,212987.0,0.0,0.0,134363.0,0.0
248838.0,14522.0,13154.0,78845.0,2.355482263619995e-06,262484.0,0.0,0.0,85543.0,0.0,212826.0,0.0,0.0,131541.0,0.0
231306.0,25242.0,19215.0,79596.0,3.944610939560359e-06,261929.0,0.0,0.0,81780.0,0.0,212385.0,0.0,0.0,125195.0,0.0
225812.0,23026.0,26221.0,80300.0,9.278812252150115e-07,261393.0,0.0,0.0,81058.0,0.0,211940.0,0.0,0.0,123707.0,0.0
207203.0,24103.0,42887.0,81166.0,2.094118863922644e-06,260758.0,0.0,0.0,77026.0,0.0,211421.0,0.0,0.0,117125.0,0.0
197337.0,28475.0,45214.0,84333.0,1.105756903782077e-06,258377.0,0.0,0.0,77619.0,0.0,209460.0,0.0,0.0,116425.0,0.0
193981.0,13222.0,62273.0,85883.0,2.7781965646493e-07,257267.0,0.0,0.0,78344.0,0.0,208556.0,0.0,0.0,116657.0,0.0
193654.0,3683.0,66023.0,91999.0,2.5575611513328828e-08,252798.0,0.0,0.0,84385.0,0.0,204896.0,0.0,0.0,122638.0,0.0
190882.0,3099.0,62567.0,98811.0,2.3210415633757467e-07,247758.0,0.0,0.0,90481.0,0.0,200744.0,0.0,0.0,128399.0,0.0
190835.0,2819.0,55184.0,106521.0,4.462997583303901e-09,242140.0,0.0,0.0,98179.0,0.0,196142.0,0.0,0.0,136084.0,0.0
180163.0,10719.0,40424.0,124053.0,1.4653485078395141e-06,229122.0,0.0,0.0,112905.0,0.0,185707.0,0.0,0.0,149248.0,0.0
180163.0,10672.0,34977.0,129547.0,-0.0,225054.0,0.0,0.0,118399.0,0.0,182405.0,0.0,0.0,154742.0,0.0
178722.0,1441.0,27040.0,148156.0,2.981805268424883e-07,211343.0,0.0,0.0,136635.0,0.0,171244.0,0.0,0.0,172788.0,0.0
174347.0,5816.0,17174.0,158022.0,1.4611409751367918e-06,204051.0,0.0,0.0,145404.0,0.0,165245.0,0.0,0.0,180895.0,0.0
172301.0,6421.0,15259.0,161378.0,7.782009530512966e-07,201520.0,0.0,0.0,148221.0,0.0,163207.0,0.0,0.0,183379.0,0.0
172289.0,2058.0,19307.0,161705.0,3.60752126010809e-09,201268.0,0.0,0.0,148547.0,0.0,163015.0,0.0,0.0,183698.0,0.0
171533.0,768.0,18581.0,164477.0,2.3719472635941446e-07,199212.0,0.0,0.0,151106.0,0.0,161294.0,0.0,0.0,186175.0,0.0
171510.0,779.0,18546.0,164524.0,7.2308297075909685e-09,199177.0,0.0,0.0,151145.0,0.0,161272.0,0.0,0.0,186213.0,0.0
171303.0,230.0,8630.0,175196.0,1.4002145331594444e-07,191311.0,0.0,0.0,161757.0,0.0,154968.0,0.0,0.0,196790.0,0.0
170785.0,725.0,8653.0,175196.0,3.505204269145269e-07,191311.0,0.0,0.0,161635.0,0.0,154968.0,0.0,0.0,196592.0,0.0
170742.0,561.0,7419.0,176637.0,3.3945539882015627e-08,190243.0,0.0,0.0,163065.0,0.0,154090.0,0.0,0.0,198014.0,0.0
170537.0,248.0,3562.0,181012.0,3.374747832668624e-07,186965.0,0.0,0.0,167396.0,0.0,151474.0,0.0,0.0,202306.0,0.0
170516.0,226.0,1559.0,183058.0,7.899653515178041e-08,185458.0,0.0,0.0,169437.0,0.0,150300.0,0.0,0.0,204342.0,0.0
170399.0,138.0,1752.0,183070.0,3.919085318447187e-07,185447.0,0.0,0.0,169417.0,0.0,150296.0,0.0,0.0,204304.0,0.0
170397.0,119.0,1017.0,183826.0,1.154109719214396e-08,184904.0,0.0,0.0,170172.0,0.0,149835.0,0.0,0.0,205060.0,0.0
170244.0,155.0,1111.0,183849.0,8.089199700261842e-07,184889.0,0.0,0.0,170149.0,0.0,149821.0,0.0,0.0,205028.0,0.0
170244.0,153.0,906.0,184056.0,-0.0,184742.0,0.0,0.0,170356.0,0.0,149709.0,0.0,0.0,205235.0,0.0
