S_H1N1,E_H1N1,I_H1N1,R_H1N1,beta_H1N1,S_H3N2,E_H3N2,I_H3N2,R_H3N2,beta_H3N2,S_B,E_B,I_B,R_B,beta_B
311986.0,4.0,10.0,88000.0,-0.0,296000.0,0.0,0.0,103995.0,,240000.0,0.0,0.0,159994.0,
311980.0,10.0,10.0,88000.0,1.9232002051413553e-06,296000.0,0.0,0.0,103994.0,,240000.0,0.0,0.0,159993.0,
311980.0,6.0,14.0,88000.0,-0.0,296000.0,0.0,0.0,103994.0,,240000.0,0.0,0.0,159993.0,
311950.0,30.0,20.0,88000.0,4.808462894694663e-06,296000.0,0.0,0.0,103982.0,,240000.0,0.0,0.0,159982.0,
311946.0,34.0,20.0,88000.0,6.411366069768486e-07,296000.0,0.0,0.0,103982.0,,240000.0,0.0,0.0,159981.0,
311946.0,4.0,50.0,88000.0,-0.0,296000.0,0.0,0.0,103982.0,,240000.0,0.0,0.0,159981.0,
311858.0,88.0,44.0,88010.0,6.4131752271867325e-06,295993.0,0.0,0.0,103964.0,,239994.0,0.0,0.0,159953.0,
311858.0,88.0,44.0,88010.0,-0.0,295993.0,0.0,0.0,103964.0,,239994.0,0.0,0.0,159953.0,
311643.0,215.0,128.0,88014.0,5.389780935236794e-06,295991.0,0.0,0.0,103918.0,,239992.0,0.0,0.0,159874.0,
311560.0,298.0,122.0,88020.0,2.1836175017732026e-06,295986.0,0.0,0.0,103900.0,,239987.0,0.0,0.0,159847.0,
311449.0,194.0,337.0,88020.0,1.0575627296905964e-06,295986.0,0.0,0.0,103869.0,,239987.0,0.0,0.0,159804.0,
311184.0,376.0,390.0,88050.0,2.1835543584733775e-06,295968.0,0.0,0.0,103829.0,,239968.0,0.0,0.0,159725.0,
311065.0,384.0,497.0,88054.0,7.69731791485091e-07,295964.0,0.0,0.0,103810.0,,239965.0,0.0,0.0,159675.0,
310845.0,339.0,762.0,88054.0,9.288034575468637e-07,295964.0,0.0,0.0,103752.0,,239965.0,0.0,0.0,159586.0,
310372.0,693.0,793.0,88142.0,1.9217877407299175e-06,295904.0,0.0,0.0,103708.0,,239915.0,0.0,0.0,159493.0,
309654.0,1191.0,1013.0,88142.0,2.2889605327159694e-06,295904.0,0.0,0.0,103511.0,,239915.0,0.0,0.0,159226.0,
309106.0,1266.0,1271.0,88357.0,1.3948502119991602e-06,295739.0,0.0,0.0,103570.0,,239783.0,0.0,0.0,159218.0,
308425.0,1229.0,1906.0,88440.0,1.1584429268256173e-06,295680.0,0.0,0.0,103458.0,,239733.0,0.0,0.0,159041.0,
307028.0,2078.0,2343.0,88551.0,1.941986175382698e-06,295600.0,0.0,0.0,103207.0,,239665.0,0.0,0.0,158584.0,
306605.0,1820.0,2759.0,88816.0,5.000453971474326e-07,295405.0,0.0,0.0,103368.0,,239509.0,0.0,0.0,158689.0,
301590.0,5438.0,4037.0,88935.0,4.119032803788341e-06,295309.0,0.0,0.0,102232.0,,239444.0,0.0,0.0,156874.0,
301496.0,5109.0,4240.0,89155.0,7.353268806469976e-08,295147.0,0.0,0.0,102421.0,,239313.0,0.0,0.0,157064.0,
300393.0,1197.0,8782.0,89628.0,4.181116527677445e-07,294806.0,0.0,0.0,102599.0,,239021.0,0.0,0.0,157084.0,
300187.0,1309.0,8158.0,90346.0,8.411852305451838e-08,294285.0,0.0,0.0,103266.0,,238570.0,0.0,0.0,157716.0,
293698.0,6695.0,8713.0,90894.0,2.5357653960719357e-06,293893.0,0.0,0.0,102112.0,,238245.0,0.0,0.0,155684.0,
293191.0,6996.0,8238.0,91575.0,2.099111640303642e-07,293407.0,0.0,0.0,102644.0,,237824.0,0.0,0.0,156169.0,
273394.0,20304.0,13330.0,92972.0,5.432256328125865e-06,292372.0,0.0,0.0,98920.0,,236995.0,0.0,0.0,149661.0,
268180.0,25011.0,13414.0,93395.0,1.4493935969582548e-06,292053.0,0.0,0.0,98010.0,,236732.0,0.0,0.0,147966.0,
237360.0,36034.0,28196.0,98410.0,4.605084453124914e-06,288293.0,0.0,0.0,95078.0,,233651.0,0.0,0.0,140674.0,
217160.0,51020.0,33316.0,98504.0,2.792021016520781e-06,288230.0,0.0,0.0,89968.0,,233587.0,0.0,0.0,132686.0,
182174.0,55186.0,63033.0,99607.0,3.046771749728521e-06,287422.0,0.0,0.0,82033.0,,232937.0,0.0,0.0,119787.0,
162999.0,54161.0,83027.0,99813.0,1.4168735293337218e-06,287267.0,0.0,0.0,77208.0,,232817.0,0.0,0.0,112341.0,
100778.0,81396.0,111524.0,106302.0,5.536087091856866e-06,282480.0,0.0,0.0,67342.0,,228908.0,0.0,0.0,93698.0,
85841.0,77158.0,130192.0,106809.0,1.3365472419987867e-06,282122.0,0.0,0.0,63950.0,,228597.0,0.0,0.0,88190.0,
49439.0,51339.0,172616.0,126606.0,4.265544912364147e-06,267446.0,0.0,0.0,74323.0,,216705.0,0.0,0.0,93463.0,
27354.0,58487.0,182339.0,131820.0,4.427891722746141e-06,263565.0,0.0,0.0,73811.0,,213609.0,0.0,0.0,89764.0,
18155.0,31284.0,187921.0,162640.0,2.6963052093570715e-06,240692.0,0.0,0.0,102319.0,,195096.0,0.0,0.0,116885.0,
13764.0,13590.0,189806.0,182840.0,1.680772122782012e-06,225696.0,0.0,0.0,121333.0,,182978.0,0.0,0.0,135303.0,
7466.0,10689.0,164019.0,217826.0,5.143047210917903e-06,199748.0,0.0,0.0,154705.0,,161994.0,0.0,0.0,167772.0,
6352.0,7412.0,149235.0,237001.0,1.1751789711069697e-06,185604.0,0.0,0.0,173572.0,,150471.0,0.0,0.0,186512.0,
4960.0,2506.0,93312.0,299222.0,3.0075998938006106e-06,139738.0,0.0,0.0,235411.0,,113382.0,0.0,0.0,248155.0,
4733.0,1619.0,79489.0,314159.0,6.033680637927073e-07,128700.0,0.0,0.0,250290.0,,104460.0,0.0,0.0,263007.0,
4431.0,529.0,44479.0,350561.0,1.532322498742671e-06,101722.0,0.0,0.0,286613.0,,82582.0,0.0,0.0,299299.0,
4321.0,412.0,22621.0,372646.0,1.1253733310930902e-06,85363.0,0.0,0.0,308662.0,,69410.0,0.0,0.0,321343.0,
4317.0,114.0,13724.0,381845.0,6.751452760726422e-08,78476.0,0.0,0.0,317859.0,,63910.0,0.0,0.0,330541.0,
4312.0,9.0,9443.0,386236.0,1.227951637173888e-07,75271.0,0.0,0.0,322249.0,,61301.0,0.0,0.0,334929.0,
4307.0,10.0,3149.0,392534.0,3.6865698922408246e-07,70587.0,0.0,0.0,328546.0,,57520.0,0.0,0.0,341225.0,
4307.0,5.0,2040.0,393648.0,-0.0,69781.0,0.0,0.0,329660.0,,56841.0,0.0,0.0,342339.0,
4307.0,0.0,653.0,395040.0,-0.0,68771.0,0.0,0.0,331052.0,,56027.0,0.0,0.0,343731.0,
4305.0,2.0,426.0,395267.0,1.0905541650989951e-06,68602.0,0.0,0.0,331278.0,,55885.0,0.0,0.0,343957.0,
