H1N1	H3N2	B
31	0	0
2	0	0
73	0	0
1	0	0
220	0	0
0	0	0
17	0	0
22	0	0
253	0	0
46	0	0
656	0	0
259	0	0
696	0	0
742	0	0
1524	0	0
1314	0	0
4483	0	0
4150	0	0
2377	0	0
17972	0	0
2219	0	0
2537	0	0
34882	0	0
14095	0	0
20184	0	0
58262	0	0
14137	0	0
56740	0	0
2291	0	0
34491	0	0
1196	0	0
11962	0	0
1139	0	0
1478	0	0
168	0	0
3501	0	0
20	0	0
1243	0	0
30	0	0
361	0	0
9	0	0
26	0	0
3	0	0
5	0	0
16	0	0
0	0	0
1	0	0
3	0	0
0	0	0
0	0	0
