H1N1	H3N2	B
3	0	0
8	0	0
12	0	0
14	0	0
8	0	0
14	0	0
74	0	0
23	0	0
213	0	0
40	0	0
282	0	0
257	0	0
294	0	0
325	0	0
709	0	0
1035	0	0
1431	0	0
652	0	0
643	0	0
1436	0	0
4079	0	0
1094	0	0
13650	0	0
98	0	0
2738	0	0
5976	0	0
4534	0	0
16814	0	0
17894	0	0
5304	0	0
21129	0	0
5823	0	0
274	0	0
1508	0	0
4947	0	0
1649	0	0
4024	0	0
175	0	0
1285	0	0
2583	0	0
156	0	0
298	0	0
0	0	0
322	0	0
1002	0	0
0	0	0
6	0	0
107	0	0
6	0	0
30	0	0
