S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
277163.0	7.0	10.0	78179.0	-0.1	262966.0	0.0	0.0	92387.0	0.0	213215.0	0.0	0.0	142140.0	0.0
277143.0	27.0	10.0	78179.0	7.216491125520039e-06	262966.0	0.0	0.0	92381.0	0.0	213215.0	0.0	0.0	142133.0	0.0
277113.0	50.0	17.0	78179.0	6.368181508456627e-06	262966.0	0.0	0.0	92372.0	0.0	213215.0	0.0	0.0	142121.0	0.0
277073.0	70.0	37.0	78179.0	3.901791517329661e-06	262966.0	0.0	0.0	92358.0	0.0	213215.0	0.0	0.0	142105.0	0.0
276989.0	124.0	67.0	78179.0	4.526285676628249e-06	262966.0	0.0	0.0	92339.0	0.0	213215.0	0.0	0.0	142072.0	0.0
276822.0	251.0	107.0	78179.0	5.638091132754629e-06	262966.0	0.0	0.0	92292.0	0.0	213215.0	0.0	0.0	142002.0	0.0
276489.0	500.0	181.0	78189.0	6.654076674026315e-06	262960.0	0.0	0.0	92225.0	0.0	213207.0	0.0	0.0	141854.0	0.0
276065.0	757.0	348.0	78189.0	4.4134200445463975e-06	262960.0	0.0	0.0	92114.0	0.0	213207.0	0.0	0.0	141674.0	0.0
275007.0	1482.0	674.0	78196.0	5.707974479505831e-06	262955.0	0.0	0.0	91836.0	0.0	213202.0	0.0	0.0	141254.0	0.0
273873.0	2192.0	1078.0	78216.0	3.841006787628032e-06	262941.0	0.0	0.0	91570.0	0.0	213189.0	0.0	0.0	140811.0	0.0
272529.0	2478.0	2106.0	78246.0	2.3416834104870974e-06	262920.0	0.0	0.0	91232.0	0.0	213171.0	0.0	0.0	140314.0	0.0
270548.0	3325.0	3200.0	78286.0	2.288179916317992e-06	262894.0	0.0	0.0	90825.0	0.0	213147.0	0.0	0.0	139542.0	0.0
