H1N1	H3N2	B
13	0	0
21	0	0
38	0	0
80	0	0
174	0	0
267	0	0
493	0	0
1036	0	0
1430	0	0
1893	0	0
3218	0	0
4388	0	0
8032	0	0
10472	0	0
16355	0	0
31590	0	0
43435	0	0
49203	0	0
57448	0	0
69303	0	0
77709	0	0
75176	0	0
71252	0	0
68379	0	0
56518	0	0
52375	0	0
45264	0	0
37685	0	0
26969	0	0
29171	0	0
26983	0	0
15964	0	0
15584	0	0
14211	0	0
11741	0	0
6291	0	0
4912	0	0
2841	0	0
2852	0	0
1057	0	0
