H1N1	H3N2	B
3	0	0
2	0	0
20	0	0
26	0	0
57	0	0
95	0	0
176	0	0
344	0	0
323	0	0
1572	0	0
1169	0	0
2287	0	0
5243	0	0
2595	0	0
9689	0	0
11198	0	0
8691	0	0
13128	0	0
12109	0	0
5474	0	0
1073	0	0
1854	0	0
9571	0	0
869	0	0
3811	0	0
536	0	0
2168	0	0
716	0	0
46	0	0
594	0	0
1377	0	0
36	0	0
418	0	0
35	0	0
257	0	0
834	0	0
29	0	0
0	0	0
18	0	0
104	0	0
8	0	0
3	0	0
86	0	0
10	0	0
26	0	0
